ID_Cliente,Fecha,Categoria,Monto,ID_Transaccion,Nombre,Edad,Ciudad,Cantidad_Compras,Monto_Total,Valor_Dolar
448,2025-04-09,Alimentos,32363,2005,Catalina Céspedes,51.0,Antofagasta,5,186536,993.89
195,2026-01-30,Belleza,1748,862,Catalina Céspedes,31.0,Temuco,5,219831,
281,2025-04-24,Alimentos,13125,1256,Martina Torres,18.0,,6,227927,938.02
268,2025-09-02,Belleza,24507,1199,Mateo Soto,39.0,Santiago,6,72511,968.35
97,2026-01-15,Juguetes,13586,441,Isidora Silva,49.0,Concepción,5,88173,
58,2025-02-12,Alimentos,1625,276,Valentina Torres,18.0,VALPARAÍSO,3,237942,961.89
412,2025-09-02,Deportes,3642,1840,Isidora Muñoz,38.0,Temuco,5,64407,968.35
446,2025-08-19,Hogar,9837,1995,Joaquín Céspedes,18.0,Santiago,4,26506,966.24
172,2025-12-25,Belleza,4878,760,Sofía Silva,34.0,Concepción,9,167098,
92,2025-12-14,Electrónica,1500,423,Ignacio Torres,,Santiago,4,50116,
127,2025-11-17,Belleza,19363,565,Sofía Díaz,37.0,Antofagasta,3,167258,932.63
131,2026-01-16,Electrónica,25174,583,Vicente Martínez,41.0,Temuco,6,117542,
342,2026-01-01,Belleza,44748,1509,Martina Vergara,,Antofagasta,5,189888,
489,2025-08-24,Moda,5959,2178,Fernanda Rojas,34.0,Santiago,10,136926,
302,2025-10-15,Deportes,3860,1356,Ignacio Díaz,43.0,Santiago,8,248894,963.69
24,2025-09-02,Electrónica,6029,112,Antonia Sepúlveda,45.0,Concepción,4,73085,968.35
218,2025-11-12,Belleza,25287,991,Sofía Soto,35.0,Santiago,5,166427,936.89
88,2025-06-16,Electrónica,41596,411,Mateo Céspedes,18.0,Santiago,5,101839,937.78
34,2025-05-27,Hogar,19845,164,Vicente Rojas,34.0,Concepción,5,152189,938.28
297,2026-02-01,Electrónica,36910,1334,Ignacio Flores,30.0,Santiago,4,97618,
274,2025-12-21,Deportes,73011,1227,Catalina Martínez,50.0,Antofagasta,3,157012,
123,2025-10-16,Juguetes,23461,544,Joaquín Muñoz,32.0,Talca,4,73665,959.36
205,2025-02-11,Hogar,2115,916,Benjamín Céspedes,18.0,Santiago,10,261664,960.81
366,2025-04-08,Belleza,12656,1619,Tomás Vergara,46.0,TEMUCO,2,19209,990.68
298,2025-10-14,Deportes,9812,1339,Pablo Soto,34.0,Santiago,5,60240,957.66
388,2025-08-06,Moda,1500,1733,Ignacio Muñoz,58.0,Santiago,7,71668,966.02
411,2025-04-24,Moda,1500,1837,Valentina Martínez,37.0,La Serena,5,46998,938.02
239,2025-03-10,Alimentos,10633,1086,Mateo Martínez,27.0,Santiago,7,68480,928.25
49,2025-07-02,Juguetes,39756,231,Joaquín Contreras,23.0,La Serena,5,250520,926.62
273,2025-07-08,Moda,25229,1221,Valentina González,54.0,Concepción,5,129998,940.28
95,2026-01-13,Electrónica,1653,434,Gabriel Díaz,52.0,Santiago,4,122811,
298,2025-12-16,Moda,6051,1335,Pablo Soto,34.0,Santiago,5,60240,912.03
197,2025-03-16,Moda,8493,870,Mateo Martínez,18.0,La Serena,7,245646,
423,2025-08-21,Juguetes,20439,1888,Fernanda Soto,24.0,Concepción,7,466236,965.06
68,2025-12-20,Electrónica,31758,325,Josefa Rojas,29.0,Santiago,1,29823,
355,2025-11-16,Electrónica,9549,1568,Catalina Díaz,28.0,Santiago,6,382724,
378,2025-05-16,Electrónica,2895,1681,Daniela Martínez,23.0,Santiago,9,315431,940.25
276,2025-07-16,Deportes,3783,1233,Benjamín Flores,55.0,Antofagasta,4,109601,
104,2025-10-13,,54416,472,Ana Céspedes,33.0,La Serena,3,104280,954.37
62,2025-12-13,Hogar,1704,298,Daniela González,35.0,Santiago,8,111464,
89,2026-01-20,Electrónica,81715,415,Fernanda Sepúlveda,53.0,Santiago,2,108350,
51,2025-06-12,,13029,240,Fernanda Sepúlveda,32.0,Valparaíso,6,65689,936.36
22,2026-01-31,Moda,14256,100,Josefa Muñoz,31.0,Santiago,3,45041,
480,2025-04-02,Moda,68941,2144,Camila Contreras,63.0,Santiago,8,596687,946.28
60,2025-09-07,Moda,70808,282,Joaquín Sepúlveda,18.0,Valparaíso,6,237199,
217,2025-09-08,Deportes,43353,987,Sofía Contreras,43.0,VALPARAÍSO,4,121409,964.58
124,2025-08-15,Juguetes,26670,553,Benjamín Pérez,28.0,Valparaíso,7,297134,
364,2025-02-28,Belleza,23603,1603,Gabriel Martínez,18.0,Valparaíso,6,75876,951.21
311,2026-01-15,Moda,65719,1384,Joaquín González,54.0,Santiago,7,170137,
217,2026-01-17,Alimentos,45855,989,Sofía Contreras,43.0,VALPARAÍSO,4,121409,
374,2026-01-23,Electrónica,88628,1654,Josefa Céspedes,25.0,Santiago,5,293670,
188,2025-11-13,Moda,137795,839,Josefa Silva,43.0,Rancagua,3,388775,932.37
27,2026-01-07,Electrónica,74473,125,Pablo Torres,51.0,Rancagua,5,219889,
434,2025-07-13,Hogar,37648,1939,Camila Vergara,49.0,La Serena,2,55146,
39,2025-05-07,Juguetes,10743,186,Martina Contreras,39.0,SANTIAGO,4,166486,939.67
336,2026-01-12,Hogar,3478,1487,Ignacio Martínez,42.0,Valparaíso  ,8,162645,
302,2025-07-01,Hogar,16742,1357,Ignacio Díaz,43.0,Santiago,8,248894,933.42
331,2025-09-20,Moda,87720,1466,Tomás Rojas,27.0,Concepción,3,137588,
135,2025-06-08,Hogar,3443,600,Fernanda Muñoz,42.0,Santiago,4,59481,
14,2025-07-17,,14736,66,Fernanda Sepúlveda,41.0,Santiago,5,41234,965.65
262,2025-10-29,Hogar,20765,1176,Valentina Contreras,42.0,Santiago,4,56017,941.63
77,2025-08-27,Hogar,15263,354,Mateo Torres,36.0,Temuco,3,134992,965.01
117,2025-06-23,Deportes,7722,523,Ana Rojas,36.0,La Serena,8,136387,947.03
473,2025-08-25,Hogar,13725,2105,Pablo Soto,48.0,Santiago,6,140937,964.15
338,2025-04-12,Juguetes,1500,1490,Mateo Muñoz,32.0,Talca,5,81453,
377,2026-01-11,Hogar,13815,1672,Daniela Contreras,29.0,Santiago,7,101601,
243,2025-03-21,Electrónica,21209,1103,Sofía Silva,39.0,ANTOFAGASTA,6,237596,926.15
11,2025-05-14,Moda,42451,50,Tomás Flores,,Santiago,5,150627,940.18
215,2025-06-16,Alimentos,13755,974,Daniela Torres,45.0,La Serena,8,126845,937.78
371,2025-03-17,Moda,4927,1647,Mateo Soto,43.0,La Serena,3,33052,932.36
347,2025-04-10,Electrónica,38567,1526,Catalina Muñoz,40.0,Santiago,7,271177,1000.01
47,2025-03-19,Hogar,18984,220,Pablo Soto,18.0,SANTIAGO,9,66194,917.97
439,2026-01-04,Deportes,37183,1967,Sofía Soto,43.0,Temuco,9,210266,
170,2026-01-06,Juguetes,59103,747,Ana Céspedes,36.0,SANTIAGO,4,185450,
6,2025-10-08,Hogar,8099,24,Gabriel Soto,38.0,Antofagasta,4,106510,961.61
263,2025-07-12,Moda,27518,1178,Martina Flores,42.0,Santiago,6,74895,
44,2026-01-24,Deportes,37245,213,Josefa Muñoz,20.0,,2,44357,
396,2025-04-05,Electrónica,30414,1761,Gabriel Silva,18.0,Temuco,6,165555,
482,2025-11-05,Juguetes,7276,2150,Ignacio Vergara,31.0,Antofagasta,5,90638,945.13
310,2025-08-16,Belleza,12777,1381,Camila Flores,28.0,Talca  ,4,27904,
106,2025-08-20,Moda,94411,479,Fernanda Contreras,32.0,La Serena,6,174363,963.57
486,2025-10-05,Moda,29920,2166,Isidora Vergara,34.0,Temuco,3,42207,
311,2025-09-23,Hogar,11656,1388,Joaquín González,54.0,Santiago,7,170137,954.72
391,2025-02-23,Juguetes,12977,1747,Daniela Céspedes,29.0,Santiago,2,44345,
144,2025-12-27,Juguetes,2261,643,Pablo Soto,53.0,Santiago,6,124824,
106,2025-03-07,Deportes,6612,483,Fernanda Contreras,32.0,La Serena,6,174363,926.52
480,2025-09-21,Deportes,15769,2141,Camila Contreras,63.0,Santiago,8,596687,
220,2025-10-09,Juguetes,18981,1001,Antonia Silva,31.0,Rancagua,5,65478,951.45
79,2025-10-30,Moda,57052,361,Vicente Torres,25.0,Antofagasta,4,104030,940.57
223,2025-10-02,,21613,1015,Daniela Sepúlveda,33.0,Santiago,5,69873,959.19
76,2025-09-27,Electrónica,22252,352,Benjamín Pérez,43.0,Valparaíso,6,242674,
263,2025-03-17,Hogar,1500,1182,Martina Flores,42.0,Santiago,6,74895,932.36
424,2025-10-22,Moda,60375,1899,Vicente Muñoz,27.0,Valparaíso,6,366268,951.78
43,2025-09-06,Belleza,1500,211,Daniela Muñoz,40.0,Antofagasta,6,84610,
479,2025-06-27,Juguetes,1500,2139,Joaquín Díaz,38.0,Valparaíso,7,183710,930.67
63,2025-07-18,Hogar,13974,300,Josefa Soto,48.0,,8,403211,966.78
63,2025-05-05,Deportes,61772,307,Josefa Soto,48.0,,8,403211,940.95
456,2025-08-17,Deportes,25108,2027,Vicente Silva,40.0,Temuco,6,338914,
180,2025-09-23,Moda,13103,799,Tomás Flores,41.0,Santiago,4,100172,954.72
121,2025-09-01,Belleza,11813,536,Pablo Soto,18.0,La Serena,4,132910,965.28
226,2025-06-25,Alimentos,36458,1026,Mateo Céspedes,32.0,Santiago,8,160620,937.89
47,2025-09-02,Deportes,6459,221,Pablo Soto,18.0,SANTIAGO,9,66194,968.35
404,2025-10-22,Deportes,19813,1793,Catalina Torres,18.0,Valparaíso,4,114966,951.78
342,2025-03-29,Belleza,69983,1510,Martina Vergara,,Antofagasta,5,189888,
234,2025-02-15,Electrónica,23574,1065,Fernanda Martínez,19.0,Santiago,2,85618,
50,2025-07-01,Deportes,10207,238,Fernanda Vergara,36.0,Santiago,5,131071,933.42
384,2025-09-18,Belleza,39542,1714,Isidora Muñoz,32.0,Valparaíso,2,82431,
478,2025-03-20,Moda,32503,2127,Ana Silva,33.0,Santiago,7,141026,917.76
464,2025-04-04,Alimentos,48434,2060,Pablo Rojas,32.0,SANTIAGO,10,401861,946.59
164,2025-06-21,Juguetes,49995,720,Pablo Muñoz,,Santiago,4,123755,
356,2025-04-19,Belleza,6063,1573,Catalina Sepúlveda,35.0,Valparaíso,3,43466,
466,2025-03-16,Deportes,5405,2070,Catalina Silva,,Valparaíso,6,191442,
438,2025-11-14,Hogar,44799,1958,Antonia Muñoz,28.0,Santiago,4,133895,925.63
365,2025-09-10,Belleza,28429,1614,Camila Sepúlveda,22.0,Santiago,12,228862,966.35
482,2025-02-20,Moda,24925,2154,Ignacio Vergara,31.0,Antofagasta,5,90638,951.78
475,2025-12-09,Deportes,28595,2112,Lucas Muñoz,39.0,Santiago,4,60337,920.02
4,2025-07-06,Hogar,7020,14,Pablo Torres,32.0,Valparaíso,6,101303,
79,2026-01-02,Electrónica,18192,362,Vicente Torres,25.0,Antofagasta,4,104030,
244,2026-01-13,,13170,1108,Lucas Rojas,46.0,Santiago,7,49886,
62,2025-05-12,Belleza,10670,297,Daniela González,35.0,Santiago,8,111464,933.26
359,2025-09-16,Electrónica,71625,1582,Sofía Vergara,47.0,Santiago,7,452801,951.14
173,2025-05-21,Alimentos,8313,766,Fernanda Silva,35.0,Talca,4,98255,
170,2025-06-24,Moda,44169,745,Ana Céspedes,36.0,SANTIAGO,4,185450,950.16
88,2026-01-12,Juguetes,24407,410,Mateo Céspedes,18.0,Santiago,5,101839,
250,2025-11-23,Deportes,46246,1126,Ana Muñoz,18.0,Antofagasta,2,60738,
424,2025-11-29,Hogar,22058,1898,Vicente Muñoz,27.0,Valparaíso,6,366268,
438,2025-08-28,Deportes,3234,1959,Antonia Muñoz,28.0,Santiago,4,133895,968.64
84,2025-07-23,Juguetes,40380,388,Ignacio González,20.0,Santiago,6,328573,953.4
348,2025-03-15,Moda,19097,1534,Antonia González,42.0,Concepción,5,151284,
96,2025-02-25,Hogar,42692,436,Martina Sepúlveda,30.0,Santiago,2,140857,946.96
325,2025-02-06,Hogar,25120,1438,Catalina Silva,30.0,Antofagasta,9,160227,969.47
83,2025-11-08,Belleza,8117,383,Valentina Céspedes,40.0,Santiago,8,184300,
297,2025-05-24,Belleza,33061,1333,Ignacio Flores,30.0,Santiago,4,97618,
450,2026-01-01,Juguetes,29220,2011,Martina Rojas,62.0,Santiago,2,74493,
354,2025-02-07,Moda,1500,1560,Pablo Rojas,26.0,Temuco,5,89958,967.59
437,2025-03-10,Moda,62177,1952,Vicente Muñoz,29.0,Temuco,5,174564,928.25
447,2025-10-13,Belleza,1500,1997,Mateo Flores,50.0,La Serena,6,119618,954.37
362,2025-08-31,Deportes,2796,1592,Gabriel Torres,34.0,La Serena,3,40609,
36,2025-07-07,Moda,8958,178,Sofía Muñoz,30.0,Santiago,3,46674,932.34
151,2025-09-07,Alimentos,86437,671,Gabriel Soto,31.0,Santiago,5,189609,
463,2025-04-30,Deportes,4589,2052,Daniela Sepúlveda,44.0,Santiago,3,116285,945.42
42,2025-07-02,Belleza,17054,204,Fernanda González,44.0,Valparaíso,6,100265,926.62
416,2025-12-19,Alimentos,75807,1865,Joaquín Soto,31.0,Rancagua,6,291890,914.99
109,2025-12-25,Belleza,12761,496,Benjamín Flores,38.0,La Serena,3,74942,
106,2025-09-28,,6332,481,Fernanda Contreras,32.0,La Serena,6,174363,
138,2025-03-02,Moda,36058,612,Ana Díaz,22.0,LA SERENA,6,143559,
102,2025-03-20,Belleza,42644,464,Valentina Martínez,52.0,La Serena,6,314147,917.76
201,2025-06-06,Deportes,49274,887,Josefa Contreras,57.0,Santiago,6,342264,930.79
146,2025-08-18,Deportes,17288,651,Gabriel Díaz,21.0,Antofagasta,7,146872,961.84
3,2025-07-30,Belleza,4927,9,Joaquín Flores,35.0,Temuco,3,43599,970.09
344,2025-06-21,Deportes,28331,1518,Tomás González,21.0,Santiago,4,129467,
472,2025-04-03,Belleza,97400,2101,Ignacio Pérez,20.0,Santiago,4,135198,949.83
99,2025-05-03,Moda,42147,451,Lucas Silva,34.0,Talca,6,283508,
66,2025-07-03,Moda,11027,317,Mateo Rojas,29.0,Concepción,5,50267,926.51
484,2025-09-19,Hogar,4968,2162,Fernanda Vergara,31.0,Valparaíso,5,314212,
424,2025-10-14,Hogar,73443,1895,Vicente Muñoz,27.0,Valparaíso,6,366268,957.66
93,2025-07-30,Electrónica,29523,428,Ignacio Rojas,40.0,Santiago,5,86792,970.09
82,2025-12-08,Alimentos,31422,375,Pablo Sepúlveda,24.0,VALPARAÍSO,4,88528,
23,2025-10-20,Belleza,22054,106,Valentina Muñoz,29.0,SANTIAGO,8,137927,960.34
315,2026-01-19,Deportes,72141,1398,Isidora Martínez,18.0,Santiago,5,164776,
27,2025-09-13,Juguetes,3693,122,Pablo Torres,51.0,Rancagua,5,219889,
35,2026-01-20,Deportes,15106,174,Gabriel Silva,26.0,Santiago,7,100129,
294,2025-07-16,Deportes,34017,1321,Mateo Sepúlveda,47.0,Santiago  ,3,117516,
187,2025-06-25,Hogar,18595,832,Valentina Pérez,28.0,Santiago,8,121661,937.89
116,2025-12-08,Moda,8318,509,Vicente Silva,40.0,La Serena,7,224345,
407,2025-07-14,Alimentos,17184,1814,Pablo Pérez,18.0,Valparaíso,10,127768,955.73
478,2025-02-10,Belleza,21574,2131,Ana Silva,33.0,Santiago,7,141026,960.6
205,2025-04-27,Juguetes,3288,907,Benjamín Céspedes,18.0,Santiago,10,261664,
202,2026-01-16,Hogar,22915,890,Antonia Silva,30.0,Santiago  ,7,302877,
25,2025-10-01,Moda,31277,116,Fernanda Díaz,53.0,Santiago,6,178627,962.39
17,2025-09-14,Moda,37173,77,Tomás Torres,44.0,Santiago,6,141564,
90,2025-05-06,Hogar,42749,417,Ignacio Sepúlveda,37.0,Santiago,3,96544,940.18
441,2025-12-02,Electrónica,9323,1974,Catalina Vergara,43.0,Santiago,5,157918,927.95
346,2025-12-09,Juguetes,4742,1524,Martina González,27.0,Temuco,2,40441,920.02
253,2025-12-03,Hogar,16400,1138,Valentina Céspedes,51.0,Santiago,6,225366,925.37
284,2025-04-01,Deportes,2218,1273,Benjamín Céspedes,47.0,Concepción,5,78110,953.07
410,2025-09-02,Moda,14632,1834,Ana Céspedes,42.0,Santiago,3,82997,968.35
476,2026-01-20,Belleza,48734,2115,Fernanda Rojas,18.0,Concepción,7,355255,
427,2025-04-02,Hogar,35489,1910,Gabriel Contreras,41.0,Santiago,8,309457,946.28
192,2025-12-03,Alimentos,1791,856,Lucas Sepúlveda,18.0,Temuco,6,156994,925.37
351,2025-09-23,Hogar,1500,1552,Tomás Flores,40.0,Santiago,8,244951,954.72
92,2025-04-20,Belleza,1500,424,Ignacio Torres,,Santiago,4,50116,
337,2025-09-27,Hogar,24809,1489,Catalina Sepúlveda,44.0,La Serena,2,188274,
408,2025-02-16,Moda,20436,1827,Camila Muñoz,35.0,Santiago,6,213680,
361,2025-10-12,Deportes,3873,1587,Ignacio Flores,18.0,La Serena,5,80603,
439,2025-04-09,Belleza,6444,1965,Sofía Soto,43.0,Temuco,9,210266,993.89
338,2025-12-23,Electrónica,18062,1494,Mateo Muñoz,32.0,Talca,5,81453,908.4
264,2025-11-16,Hogar,41200,1186,Antonia Flores,,Santiago,4,114308,
357,2026-02-02,Deportes,51364,1574,Valentina Rojas,18.0,La Serena,2,60785,
153,2025-03-08,Alimentos,13951,679,Antonia Muñoz,23.0,Concepción,3,60187,
158,2025-03-14,Alimentos,33598,696,Vicente Silva,33.0,Santiago,3,97067,940.2
208,2025-12-30,Moda,20733,930,Catalina Silva,,La Serena,8,176337,911.18
480,2025-09-10,Belleza,29352,2148,Camila Contreras,63.0,Santiago,8,596687,966.35
436,2025-08-17,Deportes,49067,1949,Camila Flores,33.0,Santiago,6,169964,
140,2025-11-06,Moda,6444,622,Pablo Flores,19.0,Antofagasta,7,83225,945.6
214,2025-06-06,Moda,55863,966,Pablo Martínez,19.0,Temuco,5,156582,930.79
19,2025-11-01,Deportes,23232,88,Ignacio Soto,43.0,Santiago,5,95817,
37,2025-04-01,Electrónica,12151,179,Gabriel Soto,43.0,Valparaíso,4,104219,953.07
367,2025-08-11,Deportes,90600,1624,Benjamín Sepúlveda,38.0,Antofagasta,7,199989,965.64
161,2025-09-01,Hogar,28316,708,Catalina Muñoz,34.0,Santiago,4,65783,965.28
490,2025-05-11,Hogar,55043,2189,Lucas Sepúlveda,63.0,Antofagasta,7,163898,
290,2025-03-20,Deportes,16033,1302,Benjamín González,44.0,Concepción,2,80309,917.76
196,2025-04-30,Belleza,4231,868,Sofía Rojas,32.0,Valparaíso,3,96004,945.42
146,2025-05-26,Moda,30454,652,Gabriel Díaz,21.0,Antofagasta,7,146872,940.81
496,2025-08-16,Electrónica,1500,2210,Pablo Silva,25.0,Santiago,4,161038,
421,2025-08-16,Moda,10117,1883,Antonia Torres,22.0,Santiago,6,108194,
211,2025-10-18,Hogar,22922,950,Martina Vergara,37.0,Talca,5,111866,
238,2025-12-29,Alimentos,27494,1081,Pablo Díaz,27.0,Santiago,6,225347,904.54
320,2025-11-09,Electrónica,18728,1422,Fernanda Flores,19.0,Santiago  ,7,148631,
413,2025-09-26,Hogar,27504,1846,Martina Pérez,53.0,Temuco,3,91682,956.42
109,2025-06-26,Moda,28406,495,Benjamín Flores,38.0,La Serena,3,74942,936.29
378,2026-01-12,Juguetes,71903,1684,Daniela Martínez,23.0,Santiago,9,315431,
462,2025-09-03,Belleza,1989,2049,Camila Pérez,43.0,SANTIAGO,4,85124,974.13
473,2025-05-28,Deportes,34189,2104,Pablo Soto,48.0,Santiago,6,140937,937.93
191,2025-09-22,Alimentos,16953,850,Joaquín Flores,53.0,Santiago,4,51277,951.03
16,2025-10-06,Juguetes,66452,72,Fernanda Céspedes,38.0,Santiago,4,295672,963.17
13,2025-04-24,Belleza,47070,64,Daniela Sepúlveda,40.0,Santiago,8,436526,938.02
152,2025-10-27,Hogar,33035,675,Martina Vergara,39.0,Temuco,5,98425,943.47
490,2025-05-29,Moda,10770,2190,Lucas Sepúlveda,63.0,Antofagasta,7,163898,940.21
246,2025-06-14,Deportes,19697,1115,Sofía Pérez,33.0,Valparaíso,3,72627,
266,2025-12-30,Alimentos,19083,1188,Vicente Martínez,21.0,Santiago,5,103099,911.18
263,2025-12-12,Juguetes,2188,1179,Martina Flores,42.0,Santiago,6,74895,916.9
153,2025-07-12,Hogar,12322,680,Antonia Muñoz,23.0,Concepción,3,60187,
276,2025-10-22,Deportes,37186,1234,Benjamín Flores,55.0,Antofagasta,4,109601,951.78
182,2025-12-18,Hogar,6375,808,Valentina Céspedes,47.0,Santiago,7,200149,917.45
137,2025-10-06,Belleza,18842,606,Lucas Rojas,41.0,Concepción,5,228832,963.17
43,2025-09-05,Electrónica,3136,206,Daniela Muñoz,40.0,Antofagasta,6,84610,971.22
167,2025-06-28,Deportes,114144,728,Mateo Contreras,52.0,Antofagasta,8,500959,
176,2025-04-11,Juguetes,2420,781,Benjamín Martínez,18.0,Santiago,3,233940,988.97
448,2025-02-09,Hogar,28166,2003,Catalina Céspedes,51.0,Antofagasta,5,186536,
388,2026-01-15,Belleza,11382,1732,Ignacio Muñoz,58.0,Santiago,7,71668,
124,2025-03-19,Hogar,42379,549,Benjamín Pérez,28.0,Valparaíso,7,297134,917.97
41,2025-04-26,Moda,43555,199,Valentina Vergara,31.0,Talca,4,106925,
370,2025-06-11,,18380,1645,Fernanda González,41.0,Santiago,6,271025,938.88
117,2025-12-26,Belleza,12216,520,Ana Rojas,36.0,La Serena,8,136387,905.04
64,2025-08-05,Electrónica,28863,309,Catalina Muñoz,49.0,Concepción,6,96146,964.28
409,2025-05-26,Moda,2637,1830,Antonia Pérez,120.0,Santiago,4,178955,940.81
13,2025-11-24,Electrónica,233269,60,Daniela Sepúlveda,40.0,Santiago,8,436526,937.36
125,2025-07-30,Moda,26426,556,Gabriel Silva,35.0,Talca  ,5,48915,970.09
43,2025-09-25,Alimentos,16709,208,Daniela Muñoz,40.0,Antofagasta,6,84610,953.24
421,2025-12-28,Juguetes,17988,1881,Antonia Torres,22.0,Santiago,6,108194,
451,2025-12-16,Hogar,59458,2014,Catalina Céspedes,47.0,Valparaíso,3,81891,912.03
329,2025-06-06,,40302,1460,Camila Torres,45.0,Temuco,8,243402,930.79
33,2025-10-06,Moda,14186,163,Sofía Muñoz,45.0,Santiago,9,211352,963.17
442,2025-12-06,Alimentos,66589,1980,Mateo Pérez,35.0,ANTOFAGASTA,6,189438,
481,2026-01-11,Belleza,17139,2149,Martina Silva,53.0,Talca,1,19867,
54,2025-02-22,Hogar,60075,257,Benjamín Díaz,39.0,Temuco,7,212648,
202,2025-12-31,Moda,101070,894,Antonia Silva,30.0,Santiago  ,7,302877,
362,2025-12-12,Moda,31551,1593,Gabriel Torres,34.0,La Serena,3,40609,916.9
406,2026-02-03,Moda,9867,1808,Tomás Vergara,40.0,Concepción,13,379598,
354,2025-08-20,Electrónica,34197,1563,Pablo Rojas,26.0,Temuco,5,89958,963.57
367,2025-02-21,Electrónica,24315,1621,Benjamín Sepúlveda,38.0,Antofagasta,7,199989,944.65
6,2025-11-03,Alimentos,24208,21,Gabriel Soto,38.0,Antofagasta,4,106510,943.69
229,2025-09-24,Belleza,29388,1041,Tomás Soto,59.0,Valparaíso,5,143760,952.87
83,2025-10-29,Moda,32036,382,Valentina Céspedes,40.0,Santiago,8,184300,941.63
122,2026-01-16,Alimentos,1500,539,Joaquín Soto,43.0,Valparaíso,5,38376,
312,2025-06-12,Hogar,10451,1390,Joaquín Torres,39.0,,1,10479,936.36
458,2025-11-16,Deportes,1500,2034,Lucas Silva,37.0,Valparaíso,3,68438,
18,2025-02-08,Hogar,12817,84,Camila González,39.0,LA SERENA,5,47001,
214,2025-02-18,Deportes,10446,965,Pablo Martínez,19.0,Temuco,5,156582,947.13
347,2025-08-19,,61784,1531,Catalina Muñoz,40.0,Santiago,7,271177,966.24
266,2025-04-24,Electrónica,26699,1190,Vicente Martínez,21.0,Santiago,5,103099,938.02
56,2025-11-19,Electrónica,24751,271,Ana Contreras,40.0,SANTIAGO,7,135464,929.26
174,2025-09-15,Belleza,14429,772,Daniela Céspedes,56.0,Concepción,9,218391,954.58
340,2026-01-13,Deportes,32704,1500,Catalina Torres,23.0,Valparaíso,6,92219,
399,2025-06-16,Electrónica,94656,1778,Martina González,40.0,Santiago,4,170636,937.78
160,2025-07-01,Alimentos,7017,706,Fernanda Díaz,56.0,Santiago,4,26527,933.42
255,2025-10-02,Moda,11597,1147,Joaquín Contreras,50.0,Concepción,6,129485,959.19
131,2025-10-22,Moda,26680,582,Vicente Martínez,41.0,Temuco,6,117542,951.78
94,2025-12-31,Deportes,49423,430,Josefa Flores,33.0,Concepción,2,68599,
202,2025-04-10,Deportes,7896,892,Antonia Silva,30.0,Santiago  ,7,302877,1000.01
187,2025-05-31,Belleza,11910,835,Valentina Pérez,28.0,Santiago,8,121661,
424,2025-08-09,Deportes,66884,1897,Vicente Muñoz,27.0,Valparaíso,6,366268,
101,2026-01-24,Deportes,2889,459,Ignacio Silva,40.0,Valparaíso  ,5,84892,
17,2025-02-26,Electrónica,16012,79,Tomás Torres,44.0,Santiago,6,141564,940.99
8,2025-06-10,Electrónica,92258,33,Joaquín Rojas,23.0,Antofagasta,4,115258,937.09
328,2025-07-23,Hogar,34374,1454,Ana Torres,38.0,Santiago,4,107854,953.4
437,2025-08-10,Alimentos,53787,1954,Vicente Muñoz,29.0,Temuco,5,174564,
456,2025-12-09,Moda,82442,2025,Vicente Silva,40.0,Temuco,6,338914,920.02
83,2025-08-15,Alimentos,33967,381,Valentina Céspedes,40.0,Santiago,8,184300,
205,2025-07-19,Belleza,25548,914,Benjamín Céspedes,18.0,Santiago,10,261664,
238,2025-03-14,Electrónica,23730,1079,Pablo Díaz,27.0,Santiago,6,225347,940.2
274,2025-05-19,Electrónica,71391,1226,Catalina Martínez,50.0,Antofagasta,3,157012,944.46
63,2025-12-07,Belleza,57834,306,Josefa Soto,48.0,,8,403211,
43,2025-04-12,Belleza,35773,210,Daniela Muñoz,40.0,Antofagasta,6,84610,
158,2025-10-22,Hogar,52213,695,Vicente Silva,33.0,Santiago,3,97067,951.78
300,2025-04-12,Deportes,1500,1346,Ana Soto,25.0,Concepción,3,25619,
343,2025-02-15,Moda,17790,1513,Lucas Torres,31.0,Valparaíso,5,83843,
363,2025-04-29,Electrónica,23359,1597,Isidora Céspedes,44.0,La Serena,5,151483,937.54
140,2025-05-05,Deportes,1500,621,Pablo Flores,19.0,Antofagasta,7,83225,940.95
138,2025-09-25,Juguetes,8677,614,Ana Díaz,22.0,LA SERENA,6,143559,953.24
386,2025-02-22,Belleza,42966,1718,Camila Martínez,19.0,Santiago,7,157740,
467,2025-03-10,Hogar,20132,2076,Valentina Silva,18.0,Rancagua,5,234537,928.25
282,2026-01-20,Belleza,29853,1262,Benjamín Silva,33.0,Temuco,6,93747,
106,2025-02-18,Deportes,7911,484,Fernanda Contreras,32.0,La Serena,6,174363,947.13
264,2025-05-23,Belleza,11698,1183,Antonia Flores,,Santiago,4,114308,944.84
317,2025-09-04,Belleza,28646,1407,Daniela González,45.0,Temuco,4,215894,969.46
216,2025-06-01,Deportes,3686,980,Martina Sepúlveda,25.0,Santiago,9,68242,
47,2025-02-22,Hogar,6722,222,Pablo Soto,18.0,SANTIAGO,9,66194,
193,2025-07-06,Belleza,19781,858,Lucas Flores,18.0,Santiago,1,18754,
128,2025-02-18,Moda,20094,572,Fernanda Pérez,27.0,Santiago  ,6,119686,947.13
88,2025-05-30,Hogar,19250,412,Mateo Céspedes,18.0,Santiago,5,101839,937.37
139,2025-03-04,Hogar,17641,619,Mateo Sepúlveda,43.0,La Serena,5,63124,953.11
